device_id,timestamp,x,y
62300,1453727247,2596,5939
62300,1453727561,2500,5898
62300,1453728394,2626,5679
62300,1453728778,2617,5632
62300,1453729112,2590,5567
62300,1453729256,2617,5540
2824,1454220491,3177,6506
2824,1454220796,3173,6506
2715,1453752113,2960,6159
51328,1454173929,3428,5943
51328,1454174572,3417,5932
51328,1454175756,3417,5932
51328,1454175846,3417,5932
26047,1454173445,3022,5982
26047,1454173475,3024,5975
30789,1453713053,3014,5846
30789,1453713336,3022,5838
16868,1454276311,3217,6612
47279,1453719777,3317,6101
47279,1453719984,3339,6103
47279,1453720006,3286,6078
47279,1453720978,3311,6099
47279,1453721056,3325,6128
47279,1453721299,3325,6112
47279,1453721903,3317,6101
47279,1453721936,3311,6099
59293,1453896826,3607,5695
59293,1453897316,3607,5695
59293,1453899223,3607,5695
59293,1453899421,3546,5689
59293,1453899474,3607,5695
49487,1453804251,3092,6152
49487,1453804307,3114,6148
51328,1454173845,3440,5951
51328,1454173847,3419,5930
48840,1454262850,3718,6366
49617,1454178219,3862,5823
49617,1454178244,3866,5823
49617,1454178508,3994,5909
16009,1453722314,4297,6610
23248,1453756025,2897,6068
23248,1453756336,2926,6026
23248,1453757907,2926,6025
23248,1453758004,2926,6039
55609,1454211668,2992,6611
3049,1454134341,2337,6630
16009,1453802452,4342,6747
16009,1453802966,4345,6752
16009,1453802976,4342,6747
16009,1453802991,4345,6752
16009,1453803015,4342,6747
16009,1453803061,4342,6747
16009,1453803669,4345,6752
16009,1453803726,4342,6747
16009,1453803964,4342,6747
16009,1453804071,4345,6752
16009,1453804226,4345,6752
16009,1453805020,4346,6754
16009,1453805412,4342,6747
16009,1453805618,4342,6747
49487,1453891916,3072,6162
20487,1453721201,2925,6325
20487,1453721608,2925,6325
20487,1453721626,2932,6322
20487,1453723145,2940,6320
52106,1454176554,3459,5654
16009,1453889884,4345,6752
16009,1453890379,4342,6747
16009,1453890437,4342,6747
16009,1453890685,4345,6752
16009,1453891032,4342,6747
16009,1453891067,4345,6752
16009,1453891136,4342,6747
16009,1453891201,4345,6752
16009,1453891838,4349,6769
16009,1453892279,4342,6747
26715,1453724400,3358,6131
56015,1453723804,2729,6369
56015,1453724009,2737,6355
56015,1453725144,2716,6355
1070,1453823767,2489,6560
26715,1454262799,3552,6138
26715,1454262894,3552,6138
26715,1454263133,3552,6138
34028,1453701797,3122,6229
26715,1453892838,3342,6158
26715,1453892852,3346,6157
56015,1453893186,2758,6371
25167,1453804105,2787,6347
55609,1454134354,3016,6618
55609,1454134355,3016,6618
55609,1454134428,2985,6640
55609,1454136115,2988,6606
55609,1454136176,2988,6606
55609,1454137098,2988,6606
55609,1454137164,2989,6605
8484,1454149926,2866,6140
8484,1454151212,2921,6154
8484,1454151296,2906,6178
8484,1454151572,2867,6200
50345,1454174088,2457,6494
50345,1454174110,2457,6494
50345,1454174403,2422,6482
50345,1454174545,2457,6494
16341,1454278726,2996,6623
58546,1453883446,2938,6320
16341,1453822703,2996,6623
1905,1454149005,3663,6134
1905,1454149013,3678,6144
56709,1453745260,3208,6427
56709,1453745351,3211,6429
56709,1453745625,3218,6388
56709,1453745973,3171,6438
56709,1453747558,3211,6430
56709,1453747587,3208,6427
56709,1453747905,3218,6388
56709,1454152714,3171,6438
56709,1454153086,3211,6429
56709,1454153138,3208,6427
56709,1454153229,3211,6429
56709,1454154043,3211,6429
1070,1453703951,2471,6551
1905,1453734755,3663,6134
16009,1453708823,4345,6752
16009,1453709945,4347,6735
16009,1453709993,4348,6731
16009,1453710939,4349,6769
22287,1454142294,2556,6279
50345,1454174456,2457,6494
50345,1454174508,2439,6489
62588,1454177806,2723,5774
31296,1453733888,3267,6247
59727,1453730632,2943,6031
59727,1453730881,2943,6031
59727,1453731385,2943,6031
63662,1453827653,3194,6189
63662,1453827917,3194,6189
63662,1453828137,3194,6189
63662,1453828682,3194,6189
35379,1453797224,3602,5911
63662,1453827714,3194,6189
63662,1453828418,3194,6189
63662,1453828963,3201,6192
63662,1453828969,3194,6189
47279,1453803242,3286,6078
47279,1453803995,3286,6078
47279,1453804073,3286,6078
47279,1453804266,3317,6101
47279,1453804576,3311,6099
47279,1453805159,3286,6078
47279,1453805699,3317,6101
8996,1453805577,3215,6071
8996,1453805849,3204,6068
2824,1453896330,3128,6367
48840,1453721113,3713,6357
11382,1453720679,3029,6217
16009,1453806922,4345,6752
16009,1453807217,4342,6747
16009,1453807322,4345,6752
16009,1453807411,4342,6747
16009,1453807446,4345,6752
16009,1453807463,4342,6747
16009,1453807549,4345,6752
16009,1453807715,4347,6735
16009,1453807949,4345,6752
16009,1453807995,4345,6752
16009,1453808016,4349,6769
16009,1453808232,4342,6747
16009,1453808342,4342,6747
16009,1453808582,4345,6752
16009,1453808801,4348,6731
16009,1453809531,4342,6747
1738,1453830412,2518,6399
1070,1454148609,3368,6337
1070,1454148637,3387,6329
1070,1454150888,2642,6319
9536,1453703414,2819,6447
62300,1453730425,2619,5532
62300,1453730430,2591,5567
62300,1453730458,2607,5563
62300,1453731534,2591,5567
55609,1454136656,2996,6623
55609,1454136683,2988,6606
25167,1453722944,2799,6357
59422,1453896960,2334,6675
49617,1453897103,3288,6229
49617,1453897223,3286,6200
8484,1453897859,2944,6541
53355,1453821461,3113,6330
53355,1453822872,3021,6304
5969,1453828710,2092,6357
16009,1453710952,4349,6734
16009,1453711577,4342,6747
16009,1453712108,4342,6747
52106,1454120302,3459,5654
32147,1453781572,3361,5792
32147,1453781716,3373,5815
32147,1453782269,3361,5792
32147,1453782348,3373,5815
16868,1453781219,3108,6661
16868,1453781658,2674,6655
16868,1453782473,2733,6590
13552,1454120829,2425,6097
13552,1454121327,2425,6097
25860,1453752000,2514,6619
25860,1453752049,2600,6611
25860,1453752196,2723,6671
55609,1454224210,2984,6637
55609,1454225611,2992,6611
55609,1454226558,2971,6619
55609,1454226606,2959,6640
1852,1454277089,2883,6509
40921,1453724917,3784,6017
35379,1453806947,3602,5912
35379,1453807258,3608,5905
35379,1453809268,3360,6092
35379,1453809362,3308,6129
35379,1453809452,3322,6185
47279,1454173961,4237,6028
47279,1454174188,4237,6027
47279,1454174299,4235,6033
47279,1454174668,4235,6033
47279,1454174726,4254,5968
47279,1454175727,4238,6003
47279,1454175871,4196,6065
47279,1454176089,4003,6074
25028,1453874737,3895,6145
25028,1453874850,3886,6143
25028,1453875242,3892,6145
25028,1453877989,3898,6145
62588,1453898822,2824,5781
25167,1453892356,2799,6357
15725,1453755170,2747,5758
49487,1453717868,3080,6156
34028,1454148714,3684,5988
2824,1453730268,3195,6512
39097,1453781045,2796,5860
39097,1453781945,2671,5728
39097,1453782106,2669,5727
29684,1453804076,1808,5809
29684,1453804484,1886,5790
16009,1453710391,4353,6733
16009,1453710794,4347,6735
16009,1453710868,4345,6752
16009,1453711604,4345,6752
16009,1453711744,4342,6747
16009,1453711805,4345,6752
7525,1453713535,2623,5924
29352,1453727330,2424,7075
59422,1453728838,2314,6680
25860,1453839240,2743,3976
25860,1453839264,2705,4070
25860,1453839763,2743,3976
5113,1454133579,2459,5989
24183,1454250497,2749,6336
24183,1454251504,3131,6360
24183,1454251720,3193,6443
47279,1453798939,3286,6078
47279,1453798970,3325,6130
47279,1453800501,3286,6078
47279,1453801212,3286,6078
47279,1453801995,3311,6099
49617,1454148242,3330,6535
1905,1453898222,3678,6144
1905,1453899233,3663,6134
59422,1453728877,2334,6675
11382,1453895297,3061,6127
11382,1453895390,3081,6100
11382,1453895403,3081,6099
11382,1453895896,3034,5918
11382,1453895987,3023,5884
26715,1453721111,3358,6131
2824,1453842362,3188,6505
47279,1453809203,3361,6111
47279,1453809484,3286,6078
47279,1453809535,3339,6103
8751,1454249126,3092,5776
8751,1454249321,3150,5755
8751,1454249529,3069,5756
8751,1454249545,3092,5776
8751,1454249641,3149,5755
1070,1453735508,2553,6585
1738,1454259319,2762,5694
60634,1453886909,2772,6406
35379,1453891144,3602,5912
35379,1453891752,3602,5911
35379,1453892082,3602,5912
49617,1453729235,3287,6200
49617,1453729410,3303,6159
49617,1453729710,3231,6115
9536,1454178151,2384,5946
9536,1454178358,2322,5950
9536,1454178757,2322,5950
9536,1454178849,2318,5952
9536,1454179203,2322,5950
9536,1454179215,2312,5937
9536,1454179261,2322,5950
9536,1454179405,2322,5950
9536,1454179805,2322,5950
9536,1454179973,2322,5950
25860,1454136416,3337,5455
62978,1454275449,3344,5511
62978,1454276315,3249,5500
62978,1454277395,3279,5534
62978,1454277536,3279,5534
62978,1454277557,3261,5536
62978,1454277583,3279,5534
26715,1453802622,2992,5562
26715,1453803437,3070,5816
26715,1453805445,3342,6158
5746,1453898817,2930,5570
31372,1453895766,2871,6317
40634,1454176405,2508,6279
40634,1454176481,2506,6278
59829,1453752553,2570,5802
20487,1453809147,2994,6077
20487,1453809234,3019,6078
20487,1453809332,2994,6077
20487,1453809357,2995,6076
20487,1453809496,2924,6036
44934,1454251987,2416,6633
44934,1454252024,2416,6633
35411,1454251231,3718,6345
35411,1454251254,3719,6346
35411,1454251380,3701,6352
35411,1454251383,3719,6346
35411,1454251696,3719,6357
49617,1453728124,3135,6403
49617,1453730366,3221,6123
16422,1454153862,3312,5561
16422,1454154185,3385,5619
8484,1453727758,2412,6612
8484,1453727957,2403,6604
62588,1453729951,2799,5759
62588,1453730370,2796,5778
29684,1453893616,1776,5595
47279,1453881651,3286,6078
47279,1453884505,3317,6101
8484,1454148082,2273,6302
8484,1454148307,2524,6257
8484,1454149406,2901,6142
8484,1454150097,2866,6140
8484,1454151508,2852,6182
62588,1453842792,2824,5781
40921,1453802829,3784,6017
40921,1453803770,3784,6017
40921,1453805347,3784,6017
40921,1453805602,3776,6011
40921,1453805692,3784,6017
40921,1453898832,3793,6004
25028,1454208211,3898,6145
16009,1454173710,2922,6386
40921,1453719967,3784,6017
20487,1453800995,2995,6076
8996,1453799863,3164,6170
16009,1453889854,4346,6732
16009,1453890461,4345,6752
8484,1453728049,2417,6614
34028,1453729101,3122,6229
34028,1453729170,3138,6223
34028,1453729837,3138,6223
17278,1453730156,2797,5954
47316,1453898502,3375,6210
11382,1454173324,2923,6213
11382,1454173501,2944,6258
11382,1454173601,3005,6273
11382,1454173648,3005,6273
11382,1454174326,3128,6364
11382,1454174492,3137,6411
11382,1454174505,3137,6415
11382,1454174716,3125,6488
11382,1454175248,3177,6516
40921,1453706811,3776,6011
40921,1453706869,3784,6017
35379,1453710495,3762,5854
35379,1453710919,3747,5851
35379,1453711203,3626,5912
35379,1453712128,3439,5951
65336,1453839090,3155,6232
65336,1453841229,3192,6215
65336,1453841828,2928,6170
47279,1453796413,3325,6130
47279,1453796508,3286,6078
47279,1453796688,3340,6078
47279,1453797219,3339,6103
47279,1453798034,3286,6078
47279,1453798220,3325,6130
47279,1453798486,3325,6128
35379,1453709348,3784,5851
35379,1453709883,3800,5857
35379,1453710465,3762,5854
35379,1453712168,3465,5944
35379,1453712219,3441,5951
24183,1454247712,3021,6304
24183,1454248543,2542,6390
8751,1454248039,3162,5727
9536,1453727411,2849,6445
1905,1453727272,3663,6134
1905,1453727277,3659,6144
1905,1453728696,3683,6152
1905,1453729510,3683,6152
9536,1453728654,2840,6452
9536,1453729275,2838,6452
9536,1453729358,2838,6452
9536,1453729405,2838,6452
9536,1453729462,2812,6446
1905,1453727288,3663,6134
1905,1453727937,3678,6144
1905,1453729394,3663,6134
47316,1453822428,3375,6210
24624,1453723770,2226,6209
24624,1453724240,2221,6332
24624,1453724722,2326,6443
10861,1453780950,3466,6668
10861,1453781418,3246,6484
26381,1454251773,2654,6568
30789,1453830931,3022,5838
30789,1453831088,3022,5838
30789,1453831088,3013,5845
17278,1454150628,2775,5924
16009,1453890484,4342,6747
16009,1453890557,4345,6752
16009,1453890594,4342,6747
16009,1453890635,4345,6752
16009,1453890673,4342,6747
16009,1453891085,4342,6747
16009,1453891108,4345,6752
16009,1453891799,4345,6752
16009,1453891806,4349,6769
16009,1453892140,4345,6752
24624,1453805986,2794,6180
31372,1453706034,2991,6436
47279,1453885597,3311,6099
47279,1453885811,3325,6130
47279,1453886301,3325,6128
47279,1453886439,3286,6078
47279,1453886455,3311,6099
47279,1453886864,3339,6103
47279,1453887394,3312,6089
47279,1453887601,3286,6078
47279,1453887679,3339,6103
47279,1453888159,3325,6113
47279,1453888323,3359,6103
47279,1453888544,3325,6130
35411,1454184269,3701,6352
35411,1454248719,3719,6346
62588,1454149898,2831,5768
62588,1454150424,2803,5725
16868,1453829130,3191,6605
20487,1453795929,2925,6325
20487,1453797323,2932,6322
20487,1453798039,2932,6322
20487,1453798421,2932,6322
26715,1454262132,3536,6131
26715,1454262167,3552,6138
26715,1454262784,3546,6138
26715,1454262902,3545,6148
26715,1454263076,3536,6131
56015,1454260888,2988,6653
26715,1453725889,3358,6131
20487,1453883072,2932,6322
20487,1453884887,2939,6320
35379,1454173571,3277,6253
31296,1454260578,3216,6278
31296,1454260834,3021,6304
31296,1454261411,2621,6361
31296,1454261727,2504,6447
31296,1454262004,2461,6489
31296,1454262818,2571,6376
46992,1453781175,2659,5849
35411,1454270667,3719,6346
26715,1454175251,3198,6202
26715,1454175279,3209,6199
56015,1454176341,2974,6652
35379,1453709366,3785,5851
35379,1453709845,3773,5849
35379,1453710485,3763,5854
35379,1453711504,3522,5939
35379,1453711836,3465,5945
16009,1453716309,4345,6752
16009,1453717222,4345,6752
16009,1453717311,4345,6752
16009,1453717326,4349,6769
16009,1453717466,4345,6752
16009,1453717482,4349,6769
16009,1453718301,4345,6752
16009,1453719519,4347,6735
16009,1453719580,4345,6752
47496,1453898543,3377,6375
56709,1453896856,3211,6429
31372,1453896066,2891,6304
46850,1454184520,2217,6389
24624,1453706869,2583,6117
47279,1453708958,3286,6078
47279,1453708970,3339,6103
47279,1453708995,3311,6099
47279,1453710902,3311,6099
47279,1453711029,3325,6128
47279,1453711115,3339,6103
2824,1453904242,3065,6206
59293,1453733042,3657,5733
59293,1453733078,3606,5733
59293,1453733217,3737,5717
59293,1453733438,3463,5826
39097,1453828297,2554,5586
39097,1453828318,2442,5533
39097,1453828900,2684,5729
39097,1453830049,2687,5728
39097,1453830358,2690,5728
39097,1453830515,2684,5729
39097,1453830697,2684,5729
39097,1453830722,2687,5728
39097,1453831036,2715,5705
34028,1454149374,3883,5949
58546,1453709531,3286,6093
58546,1453709859,3390,6040
24624,1453722967,2572,6113
60634,1453886016,2772,6406
60634,1453886329,2752,6377
52580,1454249631,5153,6468
47279,1453719795,3286,6078
47279,1453719930,3286,6078
47279,1453719990,3286,6078
47279,1453721222,3325,6128
58546,1454174636,2929,6312
60634,1453889354,2736,6390
47316,1453728173,3383,6216
47316,1453728188,3382,6201
47316,1453728207,3383,6216
59727,1453803821,2877,5931
59727,1453804198,2911,5967
62300,1453803019,2509,6118
62300,1453803158,2528,6101
62300,1453803474,2528,6101
62300,1453803523,2533,6090
62300,1453805123,2507,6110
23248,1453897506,3335,6315
23248,1453898757,3329,6320
16807,1453727782,2934,6091
16807,1453727923,2934,6091
16807,1453728018,2932,6075
16807,1453728058,2924,6084
15725,1453696687,2708,5772
15725,1453696798,2725,5776
15725,1453696834,2740,5781
15725,1453697665,2798,5856
15725,1453697747,2820,5876
29352,1453905266,2457,7089
29352,1453905379,2411,7077
29352,1453906662,2387,6940
58546,1453708817,3081,6212
58546,1453709744,3369,6036
58546,1453709774,3342,6043
20487,1453886496,2932,6322
20487,1453887595,2932,6322
20487,1453888147,2932,6323
20487,1453888622,2932,6322
65336,1454136991,2794,6180
65336,1454137015,2798,6163
59293,1454261452,3459,5674
56709,1453746413,3211,6429
56709,1453747845,3211,6430
16009,1453796431,4342,6747
62978,1453831033,3128,6364
14759,1454185600,1789,7133
63138,1454184867,62532,-7032
63138,1454185185,62475,-7074
63138,1454186189,61714,-7112
63138,1454186233,61604,-7078
63138,1454186269,61692,-7088
24183,1454166995,2467,5739
24183,1454167091,2542,5805
24183,1454167550,2739,5841
16807,1453705525,2943,6084
52911,1453706280,2961,5800
52911,1453707737,2831,5768
52911,1453707797,2831,5768
2715,1453752993,2866,6140
25028,1454264552,3897,6145
25028,1454265256,3897,6145
16422,1454266343,3463,5495
26617,1454263653,3211,6241
26617,1454263913,3235,6249
26617,1454264495,3219,6241
26617,1454264501,3211,6241
26617,1454265298,3217,6240
47496,1453842354,3417,6006
31296,1453728148,3267,6247
59727,1453728501,2953,5982
59727,1453729523,2987,5987
59727,1453729699,2968,6016
36201,1454247999,3034,6551
55609,1454245926,2992,6611
55609,1454247408,2973,6633
55609,1454247486,2979,6606
55609,1454248378,2996,6623
47279,1453888959,3325,6113
47279,1453889013,3286,6078
47279,1453889022,3325,6113
47279,1453889039,3286,6078
47279,1453889053,3311,6099
47279,1453889102,3325,6128
47279,1453891299,3317,6101
26715,1453809421,3358,6131
10861,1453830892,3192,6252
36201,1454251881,3001,6558
36201,1454252048,3034,6551
3049,1454252007,2340,6652
3049,1454252282,2331,6655
55609,1454249122,2979,6606
55609,1454249910,2992,6627
55609,1454249951,3122,6593
55609,1454250094,3088,6559
55609,1454250233,3063,6564
55609,1454250712,2979,6606
55609,1454250944,3063,6564
55609,1454251504,2992,6611
55609,1454252252,3033,6598
20487,1453721267,2932,6322
47279,1454174273,4237,6027
47279,1454174483,4235,6033
47279,1454174681,4203,5978
47279,1454175103,4235,6033
47279,1454175762,4196,6065
47279,1454175840,4107,5923
47279,1454175890,4107,5923
47279,1454175960,4194,5980
47279,1454176057,4121,6086
4678,1454120960,3392,5695
47279,1453885724,3325,6128
47279,1453886358,3286,6078
47279,1453886507,3339,6103
47279,1453886532,3317,6101
47279,1453886576,3325,6112
47279,1453886732,3339,6092
47279,1453887050,3311,6099
47279,1453887512,3311,6099
47279,1453888135,3286,6078
47279,1453888368,3311,6099
26715,1453706397,3358,6130
56015,1453706301,2865,6036
56015,1453706506,2785,5984
26613,1453896138,3070,6204
26613,1453896200,3069,6205
26613,1453896279,3071,6201
26613,1453896337,3069,6205
26613,1453897395,3037,6105
26613,1453897656,3045,6099
26613,1453898128,3042,6080
26613,1453898161,3023,6085
59727,1453720191,3935,6284
59727,1453720877,3851,6086
59727,1453720927,3782,6070
59727,1453720993,3815,6055
59727,1453721304,3686,5980
62300,1453722948,2554,6104
8751,1454166866,3150,5755
8751,1454166983,3162,5727
8751,1454167527,3162,5727
8751,1454169147,3150,5755
8751,1454169164,3161,5739
8751,1454169577,3161,5739
8996,1453720395,3215,6071
47316,1454148050,3383,6216
47316,1454148386,3383,6216
47316,1454148635,3383,6212
47316,1454148801,3383,6212
47316,1454149041,3383,6212
47316,1454149059,3383,6216
47316,1454149099,3376,6210
47316,1454149116,3383,6216
47316,1454149229,3383,6212
2715,1454186861,2874,6115
2715,1454186871,2901,6142
16009,1453800286,4347,6735
16009,1453801300,4342,6747
16009,1453801332,4342,6747
16009,1453801392,4342,6747
16009,1453801420,4345,6752
16009,1453801455,4342,6747
16009,1453801632,4345,6752
16009,1453801752,4342,6747
16009,1453801769,4345,6752
16009,1453801959,4342,6747
16009,1453802095,4342,6747
16009,1453802385,4342,6747
63662,1453752663,3362,6290
50345,1453783540,2432,6477
62300,1453727018,2669,5985
62300,1453727369,2546,5933
62300,1453727451,2534,5901
62300,1453728355,2232,6315
62300,1453728821,2554,5586
62300,1453729001,2442,5533
52911,1454173902,2731,6259
52911,1454173914,2725,6257
52911,1454175013,3081,6212
52911,1454175276,3180,6168
52911,1454175611,3180,6141
52911,1454175758,3270,6166
52911,1454176401,3380,6180
31296,1454174542,3426,6248
31296,1454176788,3279,6247
62300,1454175271,3415,5617
62300,1454175950,3416,5617
25028,1453897904,3895,6145
25028,1453898580,3824,6174
25028,1453899020,3854,6156
56709,1453727709,3216,6434
56709,1453729040,3188,6421
29352,1454194388,2547,7027
7540,1454141422,3175,6225
53355,1453734168,2249,6122
17278,1454151269,2659,5846
15725,1454184044,2728,5761
15725,1454184774,2744,5759
15725,1454184857,2744,5759
40921,1453808347,3784,6017
40921,1453808363,3784,6017
31372,1453806656,2934,6344
31372,1453806881,2944,6330
31372,1453807000,2942,6307
20487,1453885563,2932,6322
20487,1453886237,2925,6325
20487,1453886274,2932,6322
20487,1453888342,2939,6320
20487,1453888471,2925,6333
31296,1453726129,3295,6261
31296,1453726157,3267,6247
29684,1453711621,2592,5058
25167,1453716365,2797,6359
25167,1453717033,2799,6357
47279,1453708854,3311,6099
47279,1453708974,3286,6078
47279,1453709013,3286,6078
47279,1453710880,3289,6079
47279,1453711158,3311,6099
47279,1453711177,3286,6078
47279,1453711686,3325,6128
55609,1454253289,3059,6614
55609,1454253628,2979,6606
55609,1454255208,3059,6614
55609,1454255208,3059,6614
55609,1454255242,3016,6618
55609,1454255309,2996,6623
55609,1454255580,3063,6564
49487,1453784093,3425,5981
49487,1453784391,3283,6027
25167,1453889810,2795,6350
25167,1453890201,2799,6357
31296,1453817724,3186,6255
31296,1453818295,3259,6255
31296,1453818404,3265,6269
31296,1453819037,3290,6251
31296,1453819363,3267,6247
59727,1453818740,2950,6035
62300,1453880927,2708,6009
62300,1453880986,2683,6049
62300,1453881031,2645,6083
62300,1453881287,2563,6098
20487,1453889640,2932,6322
56709,1453727518,3211,6429
56709,1453727733,3188,6421
56709,1453729398,3208,6427
59727,1453723355,2988,6027
59727,1453723370,2968,6014
59727,1453723427,2968,6016
59727,1453723508,2972,6027
62300,1453726313,2645,6083
22287,1454223481,2552,6278
25860,1454246342,3715,5984
25860,1454246413,3715,5984
25860,1454246897,3793,6056
25860,1454247003,3793,6110
25860,1454247207,3801,6222
25860,1454247354,3758,6303
25860,1454247680,3574,6528
62300,1453880728,2771,6017
47279,1453709839,3286,6078
47279,1453709869,3347,6078
47279,1453711162,3339,6103
47279,1453711181,3339,6103
47279,1453711208,3311,6099
47279,1453711620,3347,6130
47279,1453711659,3311,6099
16422,1453896938,3102,5603
16422,1453898128,3790,5836
16422,1453898926,3940,6023
16422,1453899150,4119,6126
16422,1453899185,4156,5961
10652,1453899288,2765,6356
10652,1453899405,2765,6356
778,1453704636,2686,5740
